"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","High_satisfaction","Low_satisfaction","MonthlyIncome_scaled","NumCompaniesWorked_scaled","TotalWorkingYears_scaled","TrainingTimesLastYear_scaled","YearsAtCompany_scaled","YearsInCurrentRole_scaled","YearsSinceLastPromotion_scaled","YearsWithCurrManager_scaled","Age_scaled","DailyRate_scaled","DistanceFromHome_scaled","HourlyRate_scaled","MonthlyRate_scaled","PercentSalaryHike_scaled","MonthlyIncome_discret","NumCompaniesWorked_discret","TotalWorkingYears_discret","TrainingTimesLastYear_discret","YearsAtCompany_discret","YearsInCurrentRole_discret","YearsSinceLastPromotion_discret","YearsWithCurrManager_discret","Age_discret","DailyRate_discret","DistanceFromHome_discret","HourlyRate_discret","MonthlyRate_discret","PercentSalaryHike_discret"
35,"1","Travel_Rarely",763,"Sales",15,"2","Medical","1","Male",59,"1",2,"Sales Executive","4","Divorced",5440,22098,6,"Y","1",14,"3","4","2",7,2,"2",2,2,2,2,"1","0",0.382949597492624,0.816496580927726,0.418330013267038,0.577350269189626,0.223606797749979,0.333333333333333,0.365148371670111,0.342997170285018,0.404761904761905,0.473156764495347,0.5,0.414285714285714,0.80321220638426,0.214285714285714,"[0.272,0.484)","[0.666,1]","[0.281,0.441)","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.255,0.448)","[0.236,0.483)","[0.43,0.729)","[0.261,0.509)","[0.745,1]","[0.117,0.332)"
24,"0","Travel_Frequently",567,"Research & Development",2,"1","Technical Degree","1","Female",32,"3",1,"Research Scientist","4","Single",3760,17218,1,"Y","1",13,"3","3","0",6,2,"3",6,3,1,3,"0","0",0.269523517490102,0.333333333333333,0.387298334620742,0.577350269189626,0.387298334620742,0.408248290463863,0.258198889747161,0.420084025208403,0.142857142857143,0.332856120257695,0.0357142857142857,0.0285714285714286,0.607267616944389,0.142857142857143,"[0,0.272)","[0.167,0.43)","[0.281,0.441)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0,0.255)","[0.236,0.483)","[0,0.161)","[0,0.261)","[0.497,0.745)","[0.117,0.332)"
27,"0","Travel_Rarely",486,"Research & Development",8,"3","Medical","2","Female",86,"4",1,"Research Scientist","3","Married",3517,22490,7,"Y","0",17,"3","1","0",5,0,"3",3,2,0,2,"0","0",0.251151582875738,0.881917103688197,0.353553390593274,0,0.273861278752583,0.333333333333333,0,0.342997170285018,0.214285714285714,0.274874731567645,0.25,0.8,0.818952017667135,0.428571428571429,"[0,0.272)","[0.666,1]","[0.281,0.441)","[0,0.312)","[0,0.284)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0,0.255)","[0.236,0.483)","[0.161,0.43)","[0.756,1]","[0.745,1]","[0.332,0.62)"
27,"0","Travel_Frequently",591,"Research & Development",2,"3","Medical","4","Male",87,"3",1,"Research Scientist","4","Single",2580,6297,2,"Y","0",13,"3","3","0",6,0,"2",4,2,1,2,"1","0",0.173537701495525,0.471404520791032,0.387298334620742,0,0.316227766016838,0.333333333333333,0.258198889747161,0.342997170285018,0.214285714285714,0.350035790980673,0.0357142857142857,0.814285714285714,0.16876129291307,0.142857142857143,"[0,0.272)","[0.43,0.666)","[0.281,0.441)","[0,0.312)","[0.284,0.448)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0,0.255)","[0.236,0.483)","[0,0.161)","[0.756,1]","[0,0.247)","[0.117,0.332)"
40,"1","Travel_Rarely",1329,"Research & Development",7,"3","Life Sciences","1","Male",73,"3",1,"Laboratory Technician","1","Single",2166,3339,3,"Y","1",14,"3","2","0",10,3,"1",4,2,0,3,"0","1",0.134748129440992,0.577350269189626,0.5,0.707106781186548,0.316227766016838,0.333333333333333,0,0.420084025208403,0.523809523809524,0.87831066571224,0.214285714285714,0.614285714285714,0.0499899618550492,0.214285714285714,"[0,0.272)","[0.43,0.666)","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0.448,0.681)","[0.739,1]","[0.161,0.43)","[0.509,0.756)","[0,0.247)","[0.117,0.332)"
29,"0","Travel_Rarely",469,"Sales",10,"3","Medical","3","Male",42,"2",2,"Sales Executive","3","Single",5869,23413,9,"Y","0",11,"3","3","0",8,2,"3",5,2,1,4,"0","0",0.408968417530595,1,0.447213595499958,0.577350269189626,0.353553390593274,0.333333333333333,0.258198889747161,0.485071250072666,0.261904761904762,0.262705798138869,0.321428571428571,0.171428571428571,0.856012848825537,0,"[0.272,0.484)","[0.666,1]","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0.153,0.46)","[0.424,0.687)","[0.255,0.448)","[0.236,0.483)","[0.161,0.43)","[0,0.261)","[0.745,1]","[0,0.117)"
36,"0","Travel_Rarely",711,"Research & Development",5,"4","Life Sciences","2","Female",42,"3",3,"Healthcare Representative","1","Married",8008,22792,4,"Y","0",12,"3","3","2",9,6,"3",3,2,0,2,"0","0",0.526411837231996,0.666666666666667,0.474341649025257,1,0.273861278752583,0.333333333333333,0,0.342997170285018,0.428571428571429,0.435934144595562,0.142857142857143,0.171428571428571,0.831078096767717,0.0714285714285714,"[0.484,0.744)","[0.666,1]","[0.441,0.629)","[0.88,1]","[0,0.284)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0.255,0.448)","[0.236,0.483)","[0,0.161)","[0,0.261)","[0.745,1]","[0,0.117)"
25,"0","Travel_Frequently",772,"Research & Development",2,"1","Life Sciences","4","Male",77,"4",2,"Manufacturing Director","3","Divorced",5206,4973,1,"Y","0",17,"3","3","2",7,6,"3",7,7,0,7,"0","0",0.368324017288938,0.333333333333333,0.418330013267038,1,0.418330013267038,0.623609564462324,0,0.641688947919748,0.166666666666667,0.479599141016464,0.0357142857142857,0.671428571428571,0.115599277253564,0.428571428571429,"[0.272,0.484)","[0.167,0.43)","[0.281,0.441)","[0.88,1]","[0.284,0.448)","[0.501,0.748)","[0,0.153)","[0.424,0.687)","[0,0.255)","[0.236,0.483)","[0,0.161)","[0.509,0.756)","[0,0.247)","[0.332,0.62)"
39,"0","Travel_Rarely",492,"Research & Development",12,"3","Medical","4","Male",66,"3",2,"Manufacturing Director","2","Married",5295,7693,4,"Y","0",21,"4","3","0",7,3,"3",5,4,1,0,"0","0",0.373924723890065,0.666666666666667,0.418330013267038,0.707106781186548,0.353553390593274,0.471404520791032,0.258198889747161,0,0.5,0.279169649248389,0.392857142857143,0.514285714285714,0.22481429431841,0.714285714285714,"[0.272,0.484)","[0.666,1]","[0.281,0.441)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.448,0.681)","[0.236,0.483)","[0.161,0.43)","[0.509,0.756)","[0,0.247)","[0.62,1]"
49,"0","Travel_Rarely",301,"Research & Development",22,"4","Other","1","Female",72,"3",4,"Research Director","2","Married",16413,3498,3,"Y","0",16,"3","2","2",27,2,"3",4,2,1,2,"0","0",0.878666500919305,0.577350269189626,0.821583836257749,0.577350269189626,0.316227766016838,0.333333333333333,0.258198889747161,0.342997170285018,0.738095238095238,0.142448103078024,0.75,0.6,0.0563742220437663,0.357142857142857,"[0.744,1]","[0.43,0.666)","[0.629,1]","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.681,1]","[0,0.236)","[0.729,1]","[0.509,0.756)","[0,0.247)","[0.332,0.62)"
50,"0","Travel_Rarely",813,"Research & Development",17,"5","Life Sciences","4","Female",50,"2",3,"Research Director","1","Divorced",13269,21981,5,"Y","0",15,"3","3","3",19,3,"3",14,11,1,11,"0","0",0.760821311399273,0.74535599249993,0.689202437604511,0.707106781186548,0.591607978309962,0.781735959970572,0.258198889747161,0.804399666539844,0.761904761904762,0.508947745168218,0.571428571428571,0.285714285714286,0.79851435454728,0.285714285714286,"[0.744,1]","[0.666,1]","[0.629,1]","[0.312,0.72)","[0.448,0.633)","[0.748,1]","[0.153,0.46)","[0.687,0.843)","[0.681,1]","[0.483,0.739)","[0.43,0.729)","[0.261,0.509)","[0.745,1]","[0.117,0.332)"
20,"0","Travel_Rarely",1141,"Sales",2,"3","Medical","3","Female",31,"3",1,"Sales Representative","3","Single",2783,13251,1,"Y","0",19,"3","1","0",2,3,"3",2,2,2,2,"0","0",0.191416330273275,0.333333333333333,0.223606797749979,0.707106781186548,0.223606797749979,0.333333333333333,0.365148371670111,0.342997170285018,0.0476190476190476,0.743736578382248,0.0357142857142857,0.0142857142857143,0.447982332864887,0.571428571428571,"[0,0.272)","[0.167,0.43)","[0,0.281)","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0,0.255)","[0.739,1]","[0,0.161)","[0,0.261)","[0.247,0.497)","[0.332,0.62)"
34,"0","Travel_Rarely",1130,"Research & Development",3,"3","Life Sciences","4","Female",66,"3",2,"Research Scientist","2","Divorced",5433,19332,1,"Y","0",12,"3","3","1",11,2,"3",11,8,7,9,"0","0",0.382516697464781,0.333333333333333,0.524404424085076,0.577350269189626,0.524404424085076,0.666666666666667,0.683130051063973,0.727606875108999,0.380952380952381,0.735862562634216,0.0714285714285714,0.514285714285714,0.692150170648464,0.0714285714285714,"[0.272,0.484)","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0.46,0.749)","[0.687,0.843)","[0.255,0.448)","[0.483,0.739)","[0,0.161)","[0.509,0.756)","[0.497,0.745)","[0,0.117)"
36,"0","Travel_Rarely",311,"Research & Development",7,"3","Life Sciences","1","Male",77,"3",1,"Laboratory Technician","2","Single",2013,10950,2,"Y","0",11,"3","3","0",15,4,"3",4,3,1,3,"0","0",0.119483288133427,0.471404520791032,0.612372435695794,0.816496580927726,0.316227766016838,0.408248290463863,0.258198889747161,0.420084025208403,0.428571428571429,0.149606299212598,0.214285714285714,0.671428571428571,0.355591246737603,0,"[0,0.272)","[0.43,0.666)","[0.441,0.629)","[0.72,0.88)","[0.284,0.448)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.255,0.448)","[0,0.236)","[0.161,0.43)","[0.509,0.756)","[0.247,0.497)","[0,0.117)"
49,"0","Travel_Rarely",465,"Research & Development",6,"1","Life Sciences","3","Female",41,"2",4,"Healthcare Representative","3","Married",13966,11652,2,"Y","1",19,"3","2","1",30,3,"3",15,11,2,12,"0","0",0.788058915157003,0.471404520791032,0.866025403784439,0.707106781186548,0.612372435695794,0.781735959970572,0.365148371670111,0.840168050416806,0.738095238095238,0.259842519685039,0.178571428571429,0.157142857142857,0.383778357759486,0.571428571428571,"[0.744,1]","[0.43,0.666)","[0.629,1]","[0.312,0.72)","[0.448,0.633)","[0.748,1]","[0.153,0.46)","[0.687,0.843)","[0.681,1]","[0.236,0.483)","[0.161,0.43)","[0,0.261)","[0.247,0.497)","[0.332,0.62)"
36,"0","Non-Travel",894,"Research & Development",1,"4","Medical","4","Female",33,"2",2,"Manufacturing Director","3","Married",4374,15411,0,"Y","0",15,"3","3","0",4,6,"3",3,2,1,2,"0","0",0.313456483651498,0,0.316227766016838,1,0.273861278752583,0.333333333333333,0.258198889747161,0.342997170285018,0.428571428571429,0.566929133858268,0,0.0428571428571429,0.534711905239912,0.285714285714286,"[0.272,0.484)","[0,0.167)","[0.281,0.441)","[0.88,1]","[0,0.284)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.255,0.448)","[0.483,0.739)","[0,0.161)","[0,0.261)","[0.497,0.745)","[0.117,0.332)"
36,"0","Travel_Rarely",1040,"Research & Development",3,"2","Life Sciences","4","Male",79,"4",2,"Healthcare Representative","1","Divorced",6842,26308,6,"Y","0",20,"4","1","1",13,3,"3",5,4,0,4,"0","1",0.464662111634154,0.816496580927726,0.570087712549569,0.707106781186548,0.353553390593274,0.471404520791032,0,0.485071250072666,0.428571428571429,0.671438797423049,0.0714285714285714,0.7,0.972254567355953,0.642857142857143,"[0.272,0.484)","[0.666,1]","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0,0.153)","[0.424,0.687)","[0.255,0.448)","[0.483,0.739)","[0,0.161)","[0.509,0.756)","[0.745,1]","[0.62,1]"
54,"0","Travel_Rarely",584,"Research & Development",22,"5","Medical","2","Female",91,"3",4,"Manager","3","Married",17426,18685,3,"Y","0",25,"4","3","1",36,6,"3",10,8,4,7,"0","0",0.914181646254531,0.577350269189626,0.948683298050514,1,0.5,0.666666666666667,0.516397779494322,0.641688947919748,0.857142857142857,0.345025053686471,0.75,0.871428571428571,0.66617145151576,1,"[0.744,1]","[0.43,0.666)","[0.629,1]","[0.88,1]","[0.448,0.633)","[0.501,0.748)","[0.46,0.749)","[0.424,0.687)","[0.681,1]","[0.236,0.483)","[0.729,1]","[0.756,1]","[0.497,0.745)","[0.62,1]"
43,"0","Travel_Rarely",1291,"Research & Development",15,"2","Life Sciences","3","Male",65,"2",4,"Research Director","3","Married",17603,3525,1,"Y","0",24,"4","1","1",14,3,"3",14,10,6,11,"0","0",0.920280174337301,0.333333333333333,0.591607978309962,0.707106781186548,0.591607978309962,0.74535599249993,0.632455532033676,0.804399666539844,0.595238095238095,0.851109520400859,0.5,0.5,0.0574583416984541,0.928571428571429,"[0.744,1]","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0.46,0.749)","[0.687,0.843)","[0.448,0.681)","[0.739,1]","[0.43,0.729)","[0.261,0.509)","[0,0.247)","[0.62,1]"
35,"1","Travel_Frequently",880,"Sales",12,"4","Other","4","Male",36,"3",2,"Sales Executive","4","Single",4581,10414,3,"Y","1",24,"4","1","0",13,2,"4",11,9,6,7,"1","0",0.327563358339195,0.577350269189626,0.570087712549569,0.577350269189626,0.524404424085076,0.707106781186548,0.632455532033676,0.641688947919748,0.404761904761905,0.556907659269864,0.392857142857143,0.0857142857142857,0.33406946396306,0.928571428571429,"[0.272,0.484)","[0.43,0.666)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0.46,0.749)","[0.424,0.687)","[0.255,0.448)","[0.483,0.739)","[0.161,0.43)","[0,0.261)","[0.247,0.497)","[0.62,1]"
38,"0","Travel_Frequently",1189,"Research & Development",1,"3","Life Sciences","4","Male",90,"3",2,"Research Scientist","4","Married",4735,9867,7,"Y","0",15,"3","4","2",19,4,"4",13,11,2,9,"1","0",0.337852640153014,0.881917103688197,0.689202437604511,0.816496580927726,0.570087712549569,0.781735959970572,0.365148371670111,0.727606875108999,0.476190476190476,0.778095919828203,0,0.857142857142857,0.312106002810681,0.285714285714286,"[0.272,0.484)","[0.666,1]","[0.629,1]","[0.72,0.88)","[0.448,0.633)","[0.748,1]","[0.153,0.46)","[0.687,0.843)","[0.448,0.681)","[0.739,1]","[0,0.161)","[0.756,1]","[0.247,0.497)","[0.117,0.332)"
29,"0","Travel_Rarely",991,"Sales",5,"3","Medical","1","Male",43,"2",2,"Sales Executive","2","Divorced",4187,3356,1,"Y","1",13,"3","2","1",10,3,"2",10,0,0,9,"0","0",0.300422729958264,0.333333333333333,0.5,0.707106781186548,0.5,0,0,0.727606875108999,0.261904761904762,0.636363636363636,0.142857142857143,0.185714285714286,0.0506725557117045,0.142857142857143,"[0.272,0.484)","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0,0.181)","[0,0.153)","[0.687,0.843)","[0.255,0.448)","[0.483,0.739)","[0,0.161)","[0,0.261)","[0,0.247)","[0.117,0.332)"
33,"0","Travel_Rarely",392,"Sales",2,"4","Medical","4","Male",93,"3",2,"Sales Executive","4","Divorced",5505,3921,1,"Y","0",14,"3","3","2",6,5,"3",6,2,0,4,"1","0",0.386956157333365,0.333333333333333,0.387298334620742,0.912870929175277,0.387298334620742,0.333333333333333,0,0.485071250072666,0.357142857142857,0.207587687902649,0.0357142857142857,0.9,0.0733587633005421,0.214285714285714,"[0.272,0.484)","[0.167,0.43)","[0.281,0.441)","[0.88,1]","[0.284,0.448)","[0.181,0.501)","[0,0.153)","[0.424,0.687)","[0.255,0.448)","[0,0.236)","[0,0.161)","[0.756,1]","[0,0.247)","[0.117,0.332)"
32,"0","Travel_Rarely",977,"Research & Development",2,"3","Medical","4","Male",45,"3",2,"Research Scientist","2","Divorced",5470,25518,0,"Y","0",13,"3","3","2",10,4,"2",9,5,1,6,"0","0",0.384801736315598,0,0.5,0.816496580927726,0.474341649025257,0.52704627669473,0.258198889747161,0.594088525786005,0.333333333333333,0.626342161775233,0.0357142857142857,0.214285714285714,0.940534029311383,0.142857142857143,"[0.272,0.484)","[0,0.167)","[0.441,0.629)","[0.72,0.88)","[0.448,0.633)","[0.501,0.748)","[0.153,0.46)","[0.424,0.687)","[0.255,0.448)","[0.483,0.739)","[0,0.161)","[0,0.261)","[0.745,1]","[0.117,0.332)"
31,"0","Travel_Rarely",1112,"Sales",5,"4","Life Sciences","1","Female",67,"3",2,"Sales Executive","4","Married",5476,22589,1,"Y","0",11,"3","1","2",10,2,"3",10,0,0,2,"0","1",0.385171554097999,0.333333333333333,0.5,0.577350269189626,0.5,0,0,0.342997170285018,0.30952380952381,0.722977809591983,0.142857142857143,0.528571428571429,0.822927123067657,0,"[0.272,0.484)","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0,0.181)","[0,0.153)","[0,0.424)","[0.255,0.448)","[0.483,0.739)","[0,0.161)","[0.509,0.756)","[0.745,1]","[0,0.117)"
49,"0","Travel_Rarely",464,"Research & Development",16,"3","Medical","4","Female",74,"3",1,"Laboratory Technician","1","Divorced",2587,24941,4,"Y","1",16,"3","2","1",17,2,"2",2,2,2,2,"0","0",0.17416567765161,0.666666666666667,0.651920240520265,0.577350269189626,0.223606797749979,0.333333333333333,0.365148371670111,0.342997170285018,0.738095238095238,0.259126700071582,0.535714285714286,0.628571428571429,0.917365990764907,0.357142857142857,"[0,0.272)","[0.666,1]","[0.629,1]","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.681,1]","[0.236,0.483)","[0.43,0.729)","[0.509,0.756)","[0.745,1]","[0.332,0.62)"
38,"0","Travel_Frequently",148,"Research & Development",2,"3","Medical","4","Female",42,"2",1,"Laboratory Technician","2","Single",2440,23826,1,"Y","0",22,"4","2","0",4,3,"3",4,3,3,3,"0","0",0.16079437949495,0.333333333333333,0.316227766016838,0.707106781186548,0.316227766016838,0.408248290463863,0.447213595499958,0.420084025208403,0.476190476190476,0.0329277022190408,0.0357142857142857,0.171428571428571,0.87259586428428,0.785714285714286,"[0,0.272)","[0.167,0.43)","[0.281,0.441)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.448,0.681)","[0,0.236)","[0,0.161)","[0,0.261)","[0.745,1]","[0.62,1]"
47,"0","Travel_Rarely",1225,"Sales",2,"4","Life Sciences","2","Female",47,"4",4,"Manager","2","Divorced",15972,21086,6,"Y","0",14,"3","3","3",29,2,"3",3,2,1,2,"0","0",0.862863449567506,0.816496580927726,0.85146931829632,0.577350269189626,0.273861278752583,0.333333333333333,0.258198889747161,0.342997170285018,0.69047619047619,0.80386542591267,0.0357142857142857,0.242857142857143,0.762577795623369,0.214285714285714,"[0.744,1]","[0.666,1]","[0.629,1]","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.681,1]","[0.739,1]","[0,0.161)","[0,0.261)","[0.745,1]","[0.117,0.332)"
49,"0","Travel_Rarely",809,"Research & Development",1,"3","Life Sciences","3","Male",36,"3",4,"Manager","3","Single",15379,22384,4,"Y","0",14,"3","1","0",23,2,"3",8,7,0,0,"0","0",0.841265492949388,0.666666666666667,0.758287544405155,0.577350269189626,0.447213595499958,0.623609564462324,0,0,0.738095238095238,0.506084466714388,0,0.0857142857142857,0.81469584420799,0.214285714285714,"[0.744,1]","[0.666,1]","[0.629,1]","[0.312,0.72)","[0.284,0.448)","[0.501,0.748)","[0,0.153)","[0,0.424)","[0.681,1]","[0.483,0.739)","[0,0.161)","[0,0.261)","[0.745,1]","[0.117,0.332)"
41,"0","Travel_Rarely",1206,"Sales",23,"2","Life Sciences","4","Male",80,"3",3,"Sales Executive","3","Single",7082,11591,3,"Y","1",16,"3","4","0",21,2,"3",2,0,0,2,"1","0",0.477778359335415,0.577350269189626,0.724568837309472,0.577350269189626,0.223606797749979,0,0,0.342997170285018,0.547619047619048,0.790264853256979,0.785714285714286,0.714285714285714,0.381329050391488,0.357142857142857,"[0.272,0.484)","[0.43,0.666)","[0.629,1]","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.448,0.681)","[0.739,1]","[0.729,1]","[0.509,0.756)","[0.247,0.497)","[0.332,0.62)"
20,"0","Travel_Rarely",727,"Sales",9,"1","Life Sciences","4","Male",54,"3",1,"Sales Representative","1","Single",2728,21082,1,"Y","0",11,"3","1","0",2,3,"3",2,2,0,2,"0","1",0.186638649411899,0.333333333333333,0.223606797749979,0.707106781186548,0.223606797749979,0.333333333333333,0,0.342997170285018,0.0476190476190476,0.44738725841088,0.285714285714286,0.342857142857143,0.762417185304156,0,"[0,0.272)","[0.167,0.43)","[0,0.281)","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0,0.255)","[0.236,0.483)","[0.161,0.43)","[0.261,0.509)","[0.745,1]","[0,0.117)"
33,"0","Non-Travel",530,"Sales",16,"3","Life Sciences","3","Female",36,"3",2,"Sales Executive","4","Divorced",5368,16130,1,"Y","1",25,"4","3","1",7,2,"3",6,5,1,2,"0","0",0.378483517650449,0.333333333333333,0.418330013267038,0.577350269189626,0.387298334620742,0.52704627669473,0.258198889747161,0.342997170285018,0.357142857142857,0.306370794559771,0.535714285714286,0.0857142857142857,0.56358161011845,1,"[0.272,0.484)","[0.167,0.43)","[0.281,0.441)","[0.312,0.72)","[0.284,0.448)","[0.501,0.748)","[0.153,0.46)","[0,0.424)","[0.255,0.448)","[0.236,0.483)","[0.43,0.729)","[0,0.261)","[0.497,0.745)","[0.62,1]"
36,"0","Travel_Rarely",1351,"Research & Development",26,"4","Life Sciences","1","Male",80,"3",2,"Healthcare Representative","3","Married",5347,7419,6,"Y","0",14,"3","2","2",10,2,"2",3,2,0,2,"0","0",0.377175276936304,0.816496580927726,0.5,0.577350269189626,0.273861278752583,0.333333333333333,0,0.342997170285018,0.428571428571429,0.894058697208304,0.892857142857143,0.714285714285714,0.213812487452319,0.214285714285714,"[0.272,0.484)","[0.666,1]","[0.441,0.629)","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0.255,0.448)","[0.739,1]","[0.729,1]","[0.509,0.756)","[0,0.247)","[0.117,0.332)"
44,"0","Travel_Rarely",528,"Human Resources",1,"3","Life Sciences","3","Female",44,"3",1,"Human Resources","4","Divorced",3195,4167,4,"Y","1",18,"3","1","3",8,2,"3",2,2,2,2,"0","0",0.22579917628896,0.666666666666667,0.447213595499958,0.577350269189626,0.223606797749979,0.333333333333333,0.365148371670111,0.342997170285018,0.619047619047619,0.304939155332856,0,0.2,0.0832362979321421,0.5,"[0,0.272)","[0.666,1]","[0.441,0.629)","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.448,0.681)","[0.236,0.483)","[0,0.161)","[0,0.261)","[0,0.247)","[0.332,0.62)"
23,"1","Travel_Rarely",1320,"Research & Development",8,"1","Medical","4","Male",93,"2",1,"Laboratory Technician","3","Single",3989,20586,1,"Y","1",11,"3","1","0",5,2,"3",5,4,1,2,"0","0",0.286300904517119,0.333333333333333,0.353553390593274,0.577350269189626,0.353553390593274,0.471404520791032,0.258198889747161,0.342997170285018,0.119047619047619,0.871868289191124,0.25,0.9,0.742501505721743,0,"[0.272,0.484)","[0.167,0.43)","[0.281,0.441)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0,0.255)","[0.739,1]","[0.161,0.43)","[0.756,1]","[0.497,0.745)","[0,0.117)"
38,"0","Travel_Rarely",1495,"Research & Development",4,"2","Medical","4","Female",87,"3",1,"Laboratory Technician","3","Married",3306,26176,7,"Y","0",19,"3","4","1",7,5,"2",0,0,0,0,"1","0",0.23467713189596,0.881917103688197,0.418330013267038,0.912870929175277,0,0,0,0,0.476190476190476,0.99713672154617,0.107142857142857,0.814285714285714,0.966954426821923,0.571428571428571,"[0,0.272)","[0.666,1]","[0.281,0.441)","[0.88,1]","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.448,0.681)","[0.739,1]","[0,0.161)","[0.756,1]","[0.745,1]","[0.332,0.62)"
53,"0","Travel_Rarely",1395,"Research & Development",24,"4","Medical","2","Male",48,"4",3,"Healthcare Representative","4","Married",7005,3458,3,"Y","0",15,"3","3","0",11,2,"3",4,3,1,2,"0","0",0.473594786493275,0.577350269189626,0.524404424085076,0.577350269189626,0.316227766016838,0.408248290463863,0.258198889747161,0.342997170285018,0.833333333333333,0.925554760200429,0.821428571428571,0.257142857142857,0.0547681188516362,0.285714285714286,"[0.272,0.484)","[0.43,0.666)","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.681,1]","[0.739,1]","[0.729,1]","[0,0.261)","[0,0.247)","[0.117,0.332)"
48,"1","Travel_Frequently",708,"Sales",7,"2","Medical","4","Female",95,"3",1,"Sales Representative","3","Married",2655,11740,2,"Y","1",11,"3","3","2",19,3,"3",9,7,7,7,"0","0",0.180222345891906,0.471404520791032,0.689202437604511,0.707106781186548,0.474341649025257,0.623609564462324,0.683130051063973,0.641688947919748,0.714285714285714,0.43378668575519,0.214285714285714,0.928571428571429,0.387311784782172,0,"[0,0.272)","[0.43,0.666)","[0.629,1]","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0.46,0.749)","[0.424,0.687)","[0.681,1]","[0.236,0.483)","[0.161,0.43)","[0.756,1]","[0.247,0.497)","[0,0.117)"
32,"1","Travel_Rarely",1259,"Research & Development",2,"4","Life Sciences","4","Male",95,"3",1,"Laboratory Technician","2","Single",1393,24852,1,"Y","0",12,"3","1","0",1,2,"3",1,0,0,0,"0","0",0.0506885521366973,0.333333333333333,0.158113883008419,0.577350269189626,0.158113883008419,0,0,0,0.333333333333333,0.828203292770222,0.0357142857142857,0.928571428571429,0.913792411162417,0.0714285714285714,"[0,0.272)","[0.167,0.43)","[0,0.281)","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.255,0.448)","[0.739,1]","[0,0.161)","[0.756,1]","[0.745,1]","[0,0.117)"
